fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,cutmix,copy_paste,close_mosaic
0.51895,0.00555,0.01298,0.79734,0.00063,4.85341,0.65497,5.51252,1.81604,1.14625,0.02015,0.86481,0.20455,0.0,0.08337,0.7986,0.0,0.0,0.0,0.34433,0.0,0.90602,0.0,0.0,0.0,6
0.55428,0.00678,0.00663,0.75859,0.00036,4.01895,0.60687,3.6209,0.8766,2.52001,0.02278,0.89741,0.16753,0.0,0.08717,0.6866,0.0,0.0,0.0,0.32737,0.0,0.84628,0.0,0.0,0.0,7
0.56829,0.00778,0.01074,0.78251,0.00044,4.84959,0.73868,4.62663,1.97901,1.71605,0.01427,0.86842,0.19604,0.0,0.09501,0.68761,0.0,0.0,0.0,0.24913,0.0,0.83521,0.0,0.0,0.0,7
0.55185,0.00446,0.00416,0.80514,0.00032,3.73271,0.6797,4.69113,1.92151,2.86768,0.01583,0.83586,0.2023,0.0,0.07741,0.7983,0.0,0.0,0.0,0.29847,0.0,0.88188,0.0,0.0,0.0,9
0.48599,0.00536,0.00773,0.85681,0.00047,4.40165,0.56256,3.08277,1.53414,1.97556,0.02228,0.83037,0.21563,0.0,0.08987,0.79611,0.0,0.0,0.0,0.3002,0.0,0.83207,0.0,0.0,0.0,5
0.52297,0.00596,0.00945,0.79626,0.00041,5.0,0.74777,4.82987,1.66837,2.07883,0.02503,0.8183,0.19016,0.0,0.07665,0.94254,0.0,0.0,0.0,0.34284,0.0,0.72627,0.0,0.0,0.0,10
0.50895,0.00458,0.0059,0.84532,0.00051,4.33756,0.64613,3.2179,2.027,1.53083,0.01961,0.9,0.18733,0.0,0.09641,0.71493,0.0,0.0,0.0,0.33111,0.0,0.75687,0.0,0.0,0.0,7
0.60797,0.00457,0.01007,0.84491,0.00038,4.20053,0.76894,4.91865,1.64198,2.79435,0.02301,0.76263,0.17062,0.0,0.07311,0.64808,0.0,0.0,0.0,0.27621,0.0,0.80801,0.0,0.0,0.0,7
0.53039,0.00537,0.00699,0.84204,0.00035,3.90699,0.78057,4.76189,1.08456,2.19921,0.01683,0.80589,0.2034,0.0,0.08613,0.74237,0.0,0.0,0.0,0.24011,0.0,0.91682,0.0,0.0,0.0,7
0.53407,0.00524,0.00714,0.87547,0.00031,4.16514,0.59807,4.40827,1.61785,1.4713,0.01526,0.85441,0.19353,0.0,0.08311,0.63325,0.0,0.0,0.0,0.33162,0.0,0.66374,0.0,0.0,0.0,7
