fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,cutmix,copy_paste,close_mosaic
0.68355,0.01,0.01,0.937,0.0005,3.0,0.8,7.5,1.0,1.5,0.015,0.7,0.4,0.0,0.1,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,10
0.65893,0.01,0.01,0.937,0.00053,3.6647,0.95,6.64019,1.03307,1.5,0.01602,0.73312,0.4,0.0,0.1,0.3949,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,8
0.69894,0.01081,0.01112,0.95883,0.00056,4.16461,0.95,7.5,1.0,1.44693,0.01258,0.7,0.4,0.0,0.14256,0.5,0.0,0.0,0.5,0.47797,0.0,0.0,0.0,0.0,0.0,10
0.72624,0.00846,0.01365,0.95136,0.00049,2.84966,0.95,7.5,1.09218,1.86596,0.01498,0.5835,0.4,0.0,0.11069,0.46317,0.0,0.0,0.5,0.44043,0.0,0.0,0.0,0.0,0.0,10
0.69951,0.00882,0.01257,0.94017,0.00032,3.9185,0.90829,8.1181,1.00325,1.98744,0.0151,0.63712,0.4,0.0,0.09762,0.3658,0.0,0.0,0.5,0.43587,0.0,0.0,0.0,0.0,0.0,10
0.69954,0.00725,0.00924,0.95636,0.00038,2.76718,0.95,7.5,1.06703,1.86014,0.01277,0.61086,0.4,0.0,0.10666,0.4735,0.0,0.0,0.5,0.34572,0.0,0.0,0.0,0.0,0.0,9
0.71029,0.01012,0.0092,0.96917,0.00029,3.37548,0.90351,5.65286,0.81461,1.95945,0.02016,0.654,0.41205,0.0,0.11229,0.44274,0.0,0.0,0.5,0.31463,0.0,0.0,0.0,0.0,0.0,9
0.70879,0.00959,0.00864,0.86268,0.00036,3.68163,0.73519,7.11648,1.49681,1.77217,0.01839,0.59273,0.40677,0.0,0.1185,0.38382,0.0,0.0,0.44532,0.37465,0.0,0.0,0.0,0.0,0.0,9
0.71393,0.00706,0.00898,0.844,0.00028,3.53013,0.80719,6.63285,1.25274,2.01995,0.01343,0.7029,0.40946,0.0,0.11647,0.40473,0.0,0.0,0.40707,0.28068,0.0,0.0,0.0,0.0,0.0,8
0.6975,0.00933,0.01299,0.83415,0.00052,3.57419,0.95,4.86051,1.13429,1.97414,0.01578,0.71367,0.39998,0.0,0.09886,0.32568,0.0,0.0,0.51688,0.29351,0.0,0.0,0.0,0.0,0.0,10
0.67146,0.00831,0.00915,0.82393,0.00037,2.45444,0.91474,5.96635,1.00171,1.34877,0.0148,0.77665,0.40538,0.0,0.11776,0.39071,0.0,0.0,0.44663,0.40911,0.0,0.0,0.0,0.0,0.0,10
0.714,0.00641,0.01094,0.81298,0.00024,3.50072,0.9117,7.01881,1.07332,1.91753,0.01394,0.68127,0.3389,0.0,0.10787,0.22319,0.0,0.0,0.40748,0.32442,0.0,0.0,0.0,0.0,0.0,9
