fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,cutmix,copy_paste,close_mosaic
0.54929,0.0062,0.00798,0.79057,0.00052,3.74767,0.72038,5.01947,1.25282,1.75702,0.01581,0.86485,0.20094,0.0,0.08305,0.75709,0.0,0.0,0.0,0.38881,0.0,0.91639,0.0,0.0,0.0,8
0.52368,0.0062,0.00798,0.79057,0.00052,3.74767,0.72038,5.01947,1.25282,1.75702,0.01581,0.79982,0.2538,0.0,0.08305,0.75709,0.0,0.0,0.0,0.38881,0.0,0.88612,0.0,0.0,0.0,8
0.53346,0.0062,0.00798,0.7,0.00058,4.60777,0.85044,5.01947,1.25282,1.55758,0.01581,0.62652,0.20094,0.0,0.08305,0.75709,0.0,0.0,0.0,0.47769,0.0,0.82248,0.0,0.0,0.0,8
0.0,0.0062,0.00798,0.7,0.00052,4.06208,0.82909,4.11658,1.16346,1.65037,0.01841,0.66882,0.17923,0.0,0.10494,0.64517,0.0,0.0,0.0,0.26677,0.0,0.78593,0.0,0.0,0.0,8
0.0,0.00614,0.00777,0.78634,0.00057,4.77603,0.57016,5.01947,1.76083,1.39813,0.01253,0.84986,0.27423,0.0,0.08305,0.95,0.0,0.0,0.0,0.4922,0.0,0.82965,0.0,0.0,0.0,8
0.0,0.0062,0.00798,0.80671,0.00053,3.83513,0.7,5.01947,1.70353,1.73253,0.01581,0.9,0.25676,0.0,0.08305,0.75709,0.0,0.0,0.0,0.38241,0.0,0.91273,0.0,0.0,0.0,8
0.0,0.0062,0.00851,0.78953,0.00062,3.9576,0.95,5.01947,1.25282,1.33608,0.01581,0.67226,0.24578,0.0,0.0771,0.75709,0.0,0.0,0.0,0.55976,0.0,0.85458,0.0,0.0,0.0,8
0.0,0.00665,0.00798,0.75701,0.00053,5.0,0.74814,5.01947,1.16215,1.53234,0.01404,0.89081,0.21513,0.0,0.08305,0.81256,0.0,0.0,0.0,0.3726,0.0,0.86002,0.0,0.0,0.0,8
0.0,0.0062,0.00798,0.80135,0.00054,5.0,0.91337,5.33869,1.27308,1.99608,0.01581,0.63055,0.23124,0.0,0.08305,0.60046,0.0,0.0,0.0,0.40215,0.0,0.83554,0.0,0.0,0.0,9
0.0,0.00563,0.00798,0.7,0.00048,5.0,0.88184,3.86668,1.25282,1.35074,0.01581,0.56892,0.22599,0.0,0.06712,0.75709,0.0,0.0,0.0,0.30286,0.0,0.88573,0.0,0.0,0.0,6
