fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,cutmix,copy_paste,close_mosaic
0.34456,0.0062,0.00798,0.79057,0.00052,3.74767,0.72038,5.01947,1.25282,1.75702,0.01581,0.86485,0.20094,0.0,0.08305,0.75709,0.0,0.0,0.0,0.38881,0.0,0.91639,0.0,0.0,0.0,8
0.34408,0.0062,0.00798,0.79057,0.00058,3.74767,0.72038,5.01947,1.32764,1.21548,0.01524,0.9,0.20094,0.0,0.08734,0.84766,0.0,0.0,0.0,0.38881,0.0,0.91639,0.0,0.0,0.0,8
0.33661,0.0062,0.00798,0.79057,0.0005,2.59879,0.72038,4.66859,1.38002,1.27458,0.01913,0.9,0.18466,0.0,0.08305,0.75709,0.0,0.0,0.0,0.38881,0.0,0.91639,0.0,0.0,0.0,8
0.3453,0.0062,0.00798,0.80394,0.00053,2.43189,0.60697,5.01947,1.28231,1.32608,0.01551,0.9,0.20312,0.0,0.08228,0.76542,0.0,0.0,0.0,0.38881,0.0,1.0,0.0,0.0,0.0,8
0.33809,0.00474,0.01071,0.8386,0.00052,3.3665,0.63839,5.01947,1.28632,1.28003,0.01307,0.9,0.20305,0.0,0.08419,0.82488,0.0,0.0,0.0,0.3775,0.0,0.85572,0.0,0.0,0.0,8
0.38442,0.00585,0.00798,0.79891,0.00032,1.75462,0.62635,4.04878,1.26766,1.39369,0.02007,0.87132,0.20107,0.0,0.08624,0.85351,0.0,0.0,0.0,0.34141,0.0,1.0,0.0,0.0,0.0,8
0.34405,0.00602,0.00798,0.79024,0.00054,1.91012,0.62565,4.52045,1.28959,1.27371,0.01713,0.71254,0.16464,0.0,0.08671,0.95,0.0,0.0,0.0,0.29366,0.0,0.99866,0.0,0.0,0.0,7
0.34322,0.00621,0.01123,0.7,0.00051,2.88197,0.60918,4.05339,1.34315,0.95923,0.01701,0.88341,0.20319,0.0,0.06765,0.8241,0.0,0.0,0.0,0.39783,0.0,1.0,0.0,0.0,0.0,8
0.35811,0.00662,0.00842,0.87782,0.00049,2.07523,0.81271,4.42485,1.32522,1.25745,0.01396,0.87145,0.20085,0.0,0.08407,0.83732,0.0,0.0,0.0,0.32861,0.0,0.9756,0.0,0.0,0.0,7
0.33949,0.00625,0.00884,0.7,0.00041,2.74973,0.63925,4.0363,1.18365,1.43054,0.0199,0.68565,0.16121,0.0,0.09159,0.86757,0.0,0.0,0.0,0.35572,0.0,0.97654,0.0,0.0,0.0,7
0.33222,0.00631,0.01119,0.77551,0.00051,2.3451,0.79356,3.34909,1.94208,1.736,0.01788,0.59549,0.16433,0.0,0.07125,0.8299,0.0,0.0,0.0,0.16401,0.0,0.9412,0.0,0.0,0.0,7
0.34008,0.00575,0.0133,0.7,0.00053,3.85862,0.73468,4.60816,0.92554,1.5398,0.02069,0.6731,0.2027,0.0,0.09597,0.77816,0.0,0.0,0.0,0.33024,0.0,0.94235,0.0,0.0,0.0,7
0.34266,0.00663,0.01061,0.73477,0.0006,2.63263,0.73033,3.19505,1.51649,1.28355,0.01858,0.80466,0.19428,0.0,0.08495,0.73702,0.0,0.0,0.0,0.32122,0.0,0.98271,0.0,0.0,0.0,6
0.4227,0.00604,0.00655,0.89465,0.00056,2.94057,0.75673,4.83817,1.33636,1.4315,0.01164,0.9,0.17713,0.0,0.08373,0.95,0.0,0.0,0.0,0.36051,0.0,1.0,0.0,0.0,0.0,6
0.3418,0.00531,0.00655,0.80539,0.00061,2.56712,0.87047,4.48942,1.20047,1.13844,0.01472,0.9,0.19788,0.0,0.07542,0.83655,0.0,0.0,0.0,0.34612,0.0,1.0,0.0,0.0,0.0,7
0.34418,0.00584,0.00522,0.75207,0.00028,2.79684,0.85735,4.75908,1.41999,1.4141,0.01455,0.9,0.14275,0.0,0.08529,0.84756,0.0,0.0,0.0,0.3597,0.0,1.0,0.0,0.0,0.0,6
0.34119,0.0061,0.00814,0.92256,0.00055,3.20652,0.70774,3.57531,1.49078,1.06327,0.01865,0.9,0.2001,0.0,0.0982,0.8574,0.0,0.0,0.0,0.32555,0.0,1.0,0.0,0.0,0.0,8
0.33881,0.00594,0.00736,0.91723,0.00029,2.39778,0.70185,4.5984,0.96285,1.30977,0.01429,0.78753,0.17977,0.0,0.08355,0.77035,0.0,0.0,0.0,0.33414,0.0,1.0,0.0,0.0,0.0,7
0.34042,0.00597,0.00814,0.78104,0.0005,3.01299,0.51729,4.20486,1.26352,1.26069,0.02141,0.88826,0.17623,0.0,0.0756,0.85413,0.0,0.0,0.0,0.3048,0.0,0.81067,0.0,0.0,0.0,8
0.33801,0.00613,0.00645,0.89731,0.00047,2.88632,0.58117,4.20229,1.30174,1.19783,0.01596,0.8868,0.19958,0.0,0.08579,0.87927,0.0,0.0,0.0,0.36298,0.0,1.0,0.0,0.0,0.0,5
0.33574,0.00476,0.00764,0.91014,0.00045,2.54517,0.74539,4.3862,0.97153,1.14021,0.01566,0.89286,0.27066,0.0,0.08801,0.93142,0.0,0.0,0.0,0.34536,0.0,1.0,0.0,0.0,0.0,6
0.34611,0.00618,0.00683,0.82403,0.00059,3.08797,0.54268,6.06905,1.5985,1.3667,0.01356,0.9,0.18316,0.0,0.08254,0.94431,0.0,0.0,0.0,0.3915,0.0,1.0,0.0,0.0,0.0,10
0.35582,0.00603,0.00668,0.84355,0.00043,3.0735,0.69142,3.74755,1.43681,1.36487,0.02741,0.891,0.17551,0.0,0.07724,0.78194,0.0,0.0,0.0,0.35635,0.0,1.0,0.0,0.0,0.0,10
0.35612,0.0054,0.00668,0.87212,0.00055,2.5202,0.66012,4.20368,1.34451,1.4159,0.01677,0.9,0.20226,0.0,0.08403,0.66866,0.0,0.0,0.0,0.35751,0.0,1.0,0.0,0.0,0.0,7
0.34137,0.00465,0.00921,0.81699,0.00051,2.58457,0.95,4.65573,1.1454,1.27184,0.02173,0.86578,0.19462,0.0,0.1135,0.88312,0.0,0.0,0.0,0.36336,0.0,0.98718,0.0,0.0,0.0,7
0.33707,0.00596,0.00655,0.85004,0.00025,2.52407,0.65763,4.0185,1.27133,1.46006,0.01262,0.9,0.19403,0.0,0.06303,0.95,0.0,0.0,0.0,0.31058,0.0,0.97389,0.0,0.0,0.0,8
0.3597,0.00753,0.00677,0.79515,0.00036,3.88253,0.65206,5.26297,1.3355,1.95181,0.02059,0.88436,0.21605,0.0,0.08446,0.86287,0.0,0.0,0.0,0.35655,0.0,1.0,0.0,0.0,0.0,6
0.33729,0.00486,0.00701,0.8336,0.00034,1.89075,0.59782,4.4423,1.26726,1.37781,0.01104,0.9,0.24736,0.0,0.08626,0.82032,0.0,0.0,0.0,0.40368,0.0,1.0,0.0,0.0,0.0,9
0.34076,0.00783,0.01203,0.85746,0.00035,2.34724,0.68638,5.18811,1.00216,1.45344,0.01817,0.9,0.19844,0.0,0.06301,0.85668,0.0,0.0,0.0,0.37236,0.0,1.0,0.0,0.0,0.0,6
0.33744,0.00555,0.00759,0.84075,0.00051,3.26973,0.81452,3.37625,1.34874,1.64858,0.01863,0.81282,0.19329,0.0,0.1316,0.95,0.0,0.0,0.0,0.34708,0.0,1.0,0.0,0.0,0.0,7
0.35969,0.00547,0.008,0.87966,0.00044,2.60247,0.62028,5.6709,1.40917,1.27671,0.01636,0.89313,0.19404,0.0,0.08702,0.65389,0.0,0.0,0.0,0.33808,0.0,1.0,0.0,0.0,0.0,10
0.34041,0.00665,0.00756,0.85863,0.00041,3.67413,0.8167,3.04845,1.29343,1.5952,0.01384,0.86612,0.17043,0.0,0.0825,0.85292,0.0,0.0,0.0,0.31748,0.0,1.0,0.0,0.0,0.0,6
0.4372,0.00789,0.00614,0.90512,0.00021,1.42308,0.79305,5.33269,1.41376,1.75906,0.02156,0.87233,0.18053,0.0,0.08597,0.78524,0.0,0.0,0.0,0.39976,0.0,0.99286,0.0,0.0,0.0,6
0.33478,0.00767,0.00622,0.89333,0.00028,2.49974,0.82708,3.58315,1.42677,1.42575,0.03405,0.9,0.17099,0.0,0.0776,0.85231,0.0,0.0,0.0,0.3802,0.0,0.99684,0.0,0.0,0.0,10
0.34051,0.00613,0.00707,0.87534,0.00035,1.18983,0.77325,3.54993,1.32461,1.47292,0.0201,0.9,0.17423,0.0,0.08721,0.95,0.0,0.0,0.0,0.2628,0.0,0.98498,0.0,0.0,0.0,6
0.48121,0.00782,0.00795,0.88029,0.00032,1.62184,0.59656,5.18745,1.41932,1.72819,0.01758,0.87175,0.22095,0.0,0.13162,0.73311,0.0,0.0,0.0,0.2496,0.0,0.89967,0.0,0.0,0.0,7
0.34436,0.00816,0.00805,0.81551,0.00025,2.25973,0.65333,4.85756,1.11037,1.98001,0.02876,0.73249,0.22899,0.0,0.10932,0.72771,0.0,0.0,0.0,0.24951,0.0,0.99591,0.0,0.0,0.0,8
0.3365,0.00649,0.00797,0.812,0.00058,1.93494,0.73842,4.42467,1.13701,1.48466,0.01769,0.9,0.22898,0.0,0.08255,0.94236,0.0,0.0,0.0,0.42443,0.0,0.61621,0.0,0.0,0.0,7
0.3786,0.00926,0.00689,0.89253,0.00021,1.2596,0.72814,4.90128,1.37357,1.43428,0.01162,0.9,0.2556,0.0,0.08902,0.70713,0.0,0.0,0.0,0.38446,0.0,0.89198,0.0,0.0,0.0,6
0.34128,0.00705,0.00535,0.7944,0.00029,1.2833,0.84139,8.42341,1.4352,1.61525,0.01337,0.88805,0.1851,0.0,0.08958,0.91164,0.0,0.0,0.0,0.22959,0.0,0.8728,0.0,0.0,0.0,8
0.33866,0.00851,0.00812,0.89552,0.00056,2.17667,0.42799,4.80703,1.33018,1.44685,0.01477,0.8725,0.25116,0.0,0.05506,0.86599,0.0,0.0,0.0,0.30461,0.0,0.76537,0.0,0.0,0.0,7
0.38125,0.00739,0.00511,0.83126,0.0005,1.22635,0.77296,4.51838,1.25803,2.01395,0.00968,0.88048,0.19319,0.0,0.07693,0.76759,0.0,0.0,0.0,0.38329,0.0,0.8815,0.0,0.0,0.0,6
0.342,0.00662,0.00605,0.84975,0.00037,2.39193,0.66242,4.68931,1.35705,1.64071,0.02326,0.9,0.18938,0.0,0.08048,0.83949,0.0,0.0,0.0,0.42649,0.0,0.98582,0.0,0.0,0.0,6
0.35462,0.00591,0.00751,0.87038,0.00028,3.14707,0.89101,5.85783,1.51367,1.47702,0.01316,0.9,0.19928,0.0,0.1568,0.82561,0.0,0.0,0.0,0.37816,0.0,0.88246,0.0,0.0,0.0,5
0.34105,0.00663,0.00788,0.8617,0.0005,1.69148,0.54069,6.39719,1.32393,1.49799,0.0125,0.87606,0.28752,0.0,0.12704,0.91967,0.0,0.0,0.0,0.30551,0.0,0.95894,0.0,0.0,0.0,8
0.34643,0.00525,0.00644,0.88718,0.00031,0.88523,0.63597,4.64297,1.43501,1.74618,0.01101,0.89542,0.21754,0.0,0.12869,0.78885,0.0,0.0,0.0,0.29735,0.0,1.0,0.0,0.0,0.0,8
0.34196,0.0061,0.00613,0.7789,0.00025,2.17645,0.68024,4.71516,1.01315,1.5909,0.01292,0.70834,0.20693,0.0,0.11417,0.7049,0.0,0.0,0.0,0.24134,0.0,0.94738,0.0,0.0,0.0,6
0.34982,0.01143,0.00967,0.92122,0.00035,1.28538,0.39616,4.36173,1.29389,1.38932,0.01455,0.87748,0.30565,0.0,0.12685,0.5012,0.0,0.0,0.0,0.24444,0.0,0.95031,0.0,0.0,0.0,5
0.3412,0.00526,0.00734,0.91781,0.00022,3.02569,0.63101,4.51858,1.40641,1.38343,0.02273,0.9,0.15158,0.0,0.09417,0.91172,0.0,0.0,0.0,0.30432,0.0,0.94684,0.0,0.0,0.0,7
0.36536,0.00453,0.00574,0.8227,0.00048,2.19838,0.55842,5.58562,1.41853,1.34863,0.02034,0.9,0.1713,0.0,0.12709,0.74114,0.0,0.0,0.0,0.38796,0.0,0.99377,0.0,0.0,0.0,7
0.33857,0.00704,0.00996,0.88222,0.00056,1.28332,0.58335,4.00518,1.32712,1.62165,0.01712,0.8978,0.20606,0.0,0.09329,0.93416,0.0,0.0,0.0,0.2344,0.0,0.9708,0.0,0.0,0.0,6
0.40162,0.00861,0.00816,0.82832,0.00024,3.06606,0.63684,4.42407,1.19542,1.11583,0.0136,0.83082,0.20173,0.0,0.11746,0.95,0.0,0.0,0.0,0.36572,0.0,0.98173,0.0,0.0,0.0,6
0.34083,0.0059,0.00805,0.81749,0.00015,0.74559,0.60609,4.76976,1.44752,1.91101,0.01589,0.86644,0.18169,0.0,0.10602,0.72415,0.0,0.0,0.0,0.17746,0.0,1.0,0.0,0.0,0.0,7
0.37313,0.00688,0.00595,0.85634,0.00021,1.66537,0.83116,3.92485,1.41882,1.94178,0.01838,0.9,0.1901,0.0,0.08297,0.75986,0.0,0.0,0.0,0.29482,0.0,0.92398,0.0,0.0,0.0,8
0.34286,0.00544,0.00564,0.83114,0.0002,2.34824,0.61419,5.31503,1.19859,1.47542,0.01208,0.81145,0.19713,0.0,0.12815,0.95,0.0,0.0,0.0,0.22797,0.0,0.85858,0.0,0.0,0.0,6
0.33665,0.00558,0.00682,0.88613,0.00024,3.52281,0.69301,4.33622,1.18577,1.65189,0.02227,0.48745,0.12751,0.0,0.09804,0.78487,0.0,0.0,0.0,0.22159,0.0,0.82935,0.0,0.0,0.0,6
0.34665,0.00662,0.00597,0.88503,0.00033,1.23709,0.79753,6.23099,1.2481,1.56913,0.02004,0.73414,0.16987,0.0,0.13033,0.79112,0.0,0.0,0.0,0.29644,0.0,0.96495,0.0,0.0,0.0,6
0.35059,0.00732,0.00816,0.89952,0.00058,3.18014,0.82889,4.61266,0.84061,1.36798,0.0195,0.86514,0.26902,0.0,0.17174,0.7971,0.0,0.0,0.0,0.2562,0.0,0.88206,0.0,0.0,0.0,6
0.3413,0.00687,0.00784,0.80749,0.00046,2.55903,0.62984,5.14558,1.28705,1.25646,0.01287,0.87631,0.15625,0.0,0.09678,0.90636,0.0,0.0,0.0,0.22502,0.0,0.98108,0.0,0.0,0.0,5
0.34141,0.0088,0.00818,0.9354,0.00016,2.42051,0.76568,5.19646,1.56296,2.12165,0.01883,0.57606,0.26765,0.0,0.10717,0.95,0.0,0.0,0.0,0.41026,0.0,1.0,0.0,0.0,0.0,5
0.34666,0.00628,0.00743,0.85917,0.00057,1.24807,0.72138,4.46067,1.36063,1.4741,0.01123,0.89254,0.21373,0.0,0.07966,0.54726,0.0,0.0,0.0,0.25741,0.0,0.99519,0.0,0.0,0.0,6
0.34511,0.00817,0.00853,0.81702,0.00022,2.35271,0.69144,5.07462,1.08611,1.76305,0.01436,0.9,0.22162,0.0,0.10267,0.85273,0.0,0.0,0.0,0.40083,0.0,0.99422,0.0,0.0,0.0,8
0.36472,0.00826,0.00531,0.86078,0.00039,2.78802,0.95,6.89232,1.50269,1.70125,0.02125,0.82674,0.21162,0.0,0.09453,0.81899,0.0,0.0,0.0,0.36388,0.0,0.95487,0.0,0.0,0.0,9
0.34728,0.00771,0.00651,0.98,0.00043,2.91514,0.59773,6.59027,1.34247,1.40547,0.01457,0.83838,0.21545,0.0,0.14265,0.95,0.0,0.0,0.0,0.3475,0.0,0.93648,0.0,0.0,0.0,7
0.3414,0.00756,0.00682,0.94699,0.00028,1.5106,0.95,5.02976,1.18103,1.44551,0.0147,0.9,0.29509,0.0,0.10464,0.76146,0.0,0.0,0.0,0.39426,0.0,1.0,0.0,0.0,0.0,10
0.36224,0.00635,0.0088,0.7964,0.00029,1.88051,0.4746,4.41716,1.33584,2.37971,0.01239,0.86932,0.17668,0.0,0.12045,0.86851,0.0,0.0,0.0,0.38233,0.0,0.87745,0.0,0.0,0.0,6
0.33932,0.00679,0.00723,0.88527,0.00026,2.81066,0.64183,4.38884,1.35405,2.02843,0.02282,0.9,0.21574,0.0,0.11386,0.6971,0.0,0.0,0.0,0.3934,0.0,1.0,0.0,0.0,0.0,8
0.34175,0.00709,0.00663,0.87581,0.0002,2.73601,0.90733,4.40251,1.29176,1.11238,0.02096,0.79054,0.17117,0.0,0.13773,0.7689,0.0,0.0,0.0,0.20098,0.0,0.88094,0.0,0.0,0.0,6
0.34206,0.00632,0.00621,0.84372,0.00049,2.87048,0.55153,4.97596,1.5188,1.9271,0.02306,0.85856,0.18237,0.0,0.08195,0.72667,0.0,0.0,0.0,0.32403,0.0,0.8786,0.0,0.0,0.0,9
0.33753,0.00928,0.00464,0.81634,0.00052,1.03204,0.74585,4.32696,1.45934,1.19827,0.01301,0.60457,0.1975,0.0,0.04786,0.95,0.0,0.0,0.0,0.25424,0.0,0.88262,0.0,0.0,0.0,7
0.33917,0.00422,0.01038,0.90225,0.00062,3.5119,0.61437,4.74642,1.21525,1.70487,0.01214,0.82394,0.19038,0.0,0.09003,0.94351,0.0,0.0,0.0,0.22013,0.0,1.0,0.0,0.0,0.0,6
0.34007,0.00737,0.0081,0.82616,0.00019,1.14561,0.60758,6.78352,1.21058,1.39806,0.01872,0.86407,0.19699,0.0,0.16675,0.95,0.0,0.0,0.0,0.30345,0.0,0.70929,0.0,0.0,0.0,7
0.33569,0.00775,0.0077,0.87776,0.00044,1.60094,0.83443,5.2826,1.39758,1.81221,0.01184,0.9,0.16835,0.0,0.12484,0.95,0.0,0.0,0.0,0.26301,0.0,0.79361,0.0,0.0,0.0,7
0.35569,0.00659,0.0054,0.85334,0.00046,3.12519,0.79088,4.63296,1.21395,1.75327,0.0225,0.87476,0.22246,0.0,0.09636,0.83951,0.0,0.0,0.0,0.34331,0.0,1.0,0.0,0.0,0.0,7
0.37846,0.00782,0.00559,0.8381,0.00022,1.88171,0.84511,5.24485,1.41789,1.36762,0.0172,0.9,0.20766,0.0,0.09223,0.75958,0.0,0.0,0.0,0.3086,0.0,0.88833,0.0,0.0,0.0,6
0.33841,0.00786,0.00607,0.90154,0.00031,2.6832,0.5758,4.73762,1.37848,1.62493,0.01235,0.87588,0.23976,0.0,0.13934,0.76365,0.0,0.0,0.0,0.36838,0.0,0.88137,0.0,0.0,0.0,6
0.34443,0.00949,0.00363,0.84063,0.00049,0.82169,0.79755,4.17223,1.32168,2.03815,0.01549,0.85545,0.17631,0.0,0.10964,0.83296,0.0,0.0,0.0,0.25426,0.0,0.89416,0.0,0.0,0.0,6
0.34457,0.00746,0.00659,0.90911,0.0006,1.50503,0.74056,5.05466,1.14431,1.5151,0.01471,0.86898,0.19337,0.0,0.09861,0.87656,0.0,0.0,0.0,0.40785,0.0,0.98523,0.0,0.0,0.0,3
0.34383,0.00591,0.00745,0.88987,0.0002,2.4458,0.75263,5.10059,1.41704,2.03879,0.01437,0.82131,0.22013,0.0,0.07717,0.66208,0.0,0.0,0.0,0.44326,0.0,1.0,0.0,0.0,0.0,5
0.35996,0.00892,0.00523,0.8576,0.00037,3.45721,0.75569,3.81061,1.27307,1.22793,0.00963,0.89314,0.25774,0.0,0.08782,0.87898,0.0,0.0,0.0,0.43777,0.0,0.99835,0.0,0.0,0.0,6
0.33408,0.00952,0.00806,0.82398,0.00055,1.80752,0.62558,5.59273,1.43873,1.21613,0.01845,0.82722,0.26827,0.0,0.13489,0.85555,0.0,0.0,0.0,0.35383,0.0,0.94133,0.0,0.0,0.0,7
0.34411,0.00561,0.00625,0.84493,0.00021,2.27718,0.75523,5.28389,1.43063,1.56854,0.01158,0.88796,0.22861,0.0,0.13143,0.79335,0.0,0.0,0.0,0.35322,0.0,0.94177,0.0,0.0,0.0,5
0.33867,0.01084,0.00659,0.90717,0.00021,1.28307,0.73247,4.34513,1.37412,1.46636,0.01108,0.8526,0.21076,0.0,0.10372,0.82062,0.0,0.0,0.0,0.42193,0.0,1.0,0.0,0.0,0.0,7
0.34394,0.00877,0.0054,0.89342,0.00018,2.71684,0.56739,4.69697,1.31511,2.04504,0.0106,0.84855,0.17779,0.0,0.12686,0.95,0.0,0.0,0.0,0.34245,0.0,1.0,0.0,0.0,0.0,7
0.33689,0.00651,0.00647,0.80805,0.00047,1.22977,0.56289,3.69737,1.03977,1.50574,0.01449,0.78466,0.17772,0.0,0.21659,0.95,0.0,0.0,0.0,0.42775,0.0,0.99871,0.0,0.0,0.0,7
0.33907,0.00665,0.00497,0.93662,0.00036,3.15502,0.91359,5.24188,1.38185,1.62698,0.02408,0.76996,0.23625,0.0,0.12895,0.69532,0.0,0.0,0.0,0.31752,0.0,1.0,0.0,0.0,0.0,7
0.34954,0.0079,0.00934,0.88545,0.00022,1.7403,0.63884,5.17623,1.68905,1.63961,0.02293,0.80663,0.18784,0.0,0.09264,0.74984,0.0,0.0,0.0,0.27515,0.0,0.8861,0.0,0.0,0.0,7
0.33738,0.0094,0.00765,0.82193,0.00029,2.89047,0.56511,4.21164,1.4181,2.00172,0.013,0.8725,0.22249,0.0,0.08019,0.85688,0.0,0.0,0.0,0.32295,0.0,1.0,0.0,0.0,0.0,7
0.34207,0.00698,0.00819,0.81999,0.0003,1.93678,0.59164,4.91225,1.58197,0.85424,0.01661,0.6851,0.22364,0.0,0.09474,0.70713,0.0,0.0,0.0,0.48457,0.0,0.96311,0.0,0.0,0.0,7
0.33799,0.00821,0.00543,0.8949,0.00033,0.94088,0.79921,4.92761,1.52761,1.10905,0.02286,0.84622,0.28803,0.0,0.0926,0.92583,0.0,0.0,0.0,0.32733,0.0,0.86415,0.0,0.0,0.0,6
0.35244,0.0074,0.00622,0.82856,0.00027,2.32344,0.62594,4.57287,1.27621,0.94232,0.01062,0.83651,0.17438,0.0,0.13803,0.69707,0.0,0.0,0.0,0.39639,0.0,1.0,0.0,0.0,0.0,6
0.3438,0.00749,0.00575,0.90342,0.00027,0.94,0.75208,5.77591,1.27012,1.23282,0.0123,0.87025,0.14526,0.0,0.09158,0.79959,0.0,0.0,0.0,0.40864,0.0,1.0,0.0,0.0,0.0,7
0.33456,0.0072,0.00623,0.80174,0.00018,2.01981,0.7194,4.31706,1.4035,1.50296,0.02286,0.78967,0.20362,0.0,0.16552,0.95,0.0,0.0,0.0,0.38939,0.0,1.0,0.0,0.0,0.0,7
0.34511,0.0087,0.00546,0.87219,0.00019,2.44326,0.44216,4.69234,1.20931,1.96119,0.02605,0.87803,0.14793,0.0,0.07508,0.68584,0.0,0.0,0.0,0.37483,0.0,0.86688,0.0,0.0,0.0,8
0.34104,0.00696,0.00371,0.88502,0.00063,2.36556,0.51255,4.06207,1.51923,2.54752,0.02014,0.79116,0.33751,0.0,0.06804,0.79046,0.0,0.0,0.0,0.30493,0.0,1.0,0.0,0.0,0.0,8
0.33909,0.00635,0.00612,0.87662,0.00049,2.37944,0.65226,5.42245,1.42976,1.83986,0.01816,0.84968,0.21443,0.0,0.08744,0.73911,0.0,0.0,0.0,0.25519,0.0,0.96523,0.0,0.0,0.0,6
